"X(um)","Z(um)"
"0.000 ",""
"23.469 ",""
"46.937 ",""
"70.406 ",""
"93.874 ",""
"117.343 ",""
"140.812 ",""
"164.280 ",""
"187.749 ",""
"211.218 ",""
"234.686 ",""
"258.155 ",""
"281.623 ",""
"305.092 ",""
"328.561 ",""
"352.029 ",""
"375.498 ",""
"398.966 ",""
"422.435 ",""
"445.904 ",""
"469.372 ",""
"492.841 ",""
"516.309 ",""
"539.778 ",""
"563.247 ",""
"586.715 ",""
"610.184 ",""
"633.653 ",""
"657.121 ",""
"680.590 ",""
"704.058 ",""
"727.527 ",""
"750.996 ",""
"774.464 ",""
"797.933 ",""
"821.401 ",""
"844.870 ",""
"868.339 ",""
"891.807 ",""
"915.276 ",""
"938.744 ",""
"962.213 ",""
"985.682 ",""
"1009.150 ",""
"1032.619 ",""
"1056.088 ",""
"1079.556 ",""
"1103.025 ",""
"1126.493 ",""
"1149.962 ",""
"1173.431 ",""
"1196.899 ",""
"1220.368 ",""
"1243.836 ",""
"1267.305 ",""
"1290.774 ",""
"1314.242 ",""
"1337.711 ",""
"1361.179 ",""
"1384.648 ",""
"1408.117 ",""
"1431.585 ",""
"1455.054 ",""
"1478.523 ",""
"1501.991 ",""
"1525.460 ",""
"1548.928 ",""
"1572.397 ",""
"1595.866 ",""
"1619.334 ",""
"1642.803 ",""
"1666.271 ",""
"1689.740 ",""
"1713.209 ",""
"1736.677 ",""
"1760.146 ",""
"1783.614 ",""
"1807.083 ",""
"1830.552 ",""
"1854.020 ",""
"1877.489 ",""
"1900.958 ",""
"1924.426 ",""
"1947.895 ",""
"1971.363 ",""
"1994.832 ",""
"2018.301 ",""
"2041.769 ",""
"2065.238 ",""
"2088.706 ",""
"2112.175 ",""
"2135.644 ",""
"2159.112 ",""
"2182.581 ",""
"2206.049 ",""
"2229.518 ",""
"2252.987 ",""
"2276.455 ",""
"2299.924 ",""
"2323.393 ",""
"2346.861 ",""
"2370.330 ",""
"2393.798 ",""
"2417.267 ",""
"2440.736 ",""
"2464.204 ",""
"2487.673 ",""
"2511.141 ",""
"2534.610 ",""
"2558.079 ",""
"2581.547 ",""
"2605.016 ",""
"2628.484 ",""
"2651.953 ",""
"2675.422 ",""
"2698.890 ",""
"2722.359 ",""
"2745.828 ",""
"2769.296 ",""
"2792.765 ",""
"2816.233 ",""
"2839.702 ",""
"2863.171 ",""
"2886.639 ",""
"2910.108 ",""
"2933.576 ",""
"2957.045 ",""
"2980.514 ",""
"3003.982 ",""
"3027.451 ",""
"3050.919 ",""
"3074.388 ",""
"3097.857 ",""
"3121.325 ",""
"3144.794 ",""
"3168.263 ",""
"3191.731 ",""
"3215.200 ",""
"3238.668 ",""
"3262.137 ",""
"3285.606 ",""
"3309.074 ",""
"3332.543 ",""
"3356.011 ",""
"3379.480 ",""
"3402.949 ",""
"3426.417 ",""
"3449.886 ",""
"3473.354 ",""
"3496.823 ",""
"3520.292 ",""
"3543.760 ",""
"3567.229 ",""
"3590.698 ",""
"3614.166 ",""
"3637.635 ",""
"3661.103 ",""
"3684.572 ",""
"3708.041 ",""
"3731.509 ",""
"3754.978 ",""
"3778.446 ",""
"3801.915 ",""
"3825.384 ",""
"3848.852 ",""
"3872.321 ",""
"3895.789 ",""
"3919.258 ",""
"3942.727 ",""
"3966.195 ",""
"3989.664 ",""
"4013.133 ",""
"4036.601 ",""
"4060.070 ",""
"4083.538 ",""
"4107.007 ",""
"4130.476 ",""
"4153.944 ",""
"4177.413 ",""
"4200.881 ",""
"4224.350 ",""
"4247.819 ",""
"4271.287 ",""
"4294.756 ",""
"4318.224 ",""
"4341.693 ",""
"4365.162 ",""
"4388.630 ",""
"4412.099 ",""
"4435.568 ",""
"4459.036 ",""
"4482.505 ",""
"4505.973 ",""
"4529.442 ",""
"4552.911 ",""
"4576.379 ",""
"4599.848 ",""
"4623.316 ",""
"4646.785 ",""
"4670.254 ",""
"4693.722 ",""
"4717.191 ",""
"4740.659 ",""
"4764.128 ",""
"4787.597 ",""
"4811.065 ",""
"4834.534 ",""
"4858.003 ",""
"4881.471 ",""
"4904.940 ",""
"4928.408 ",""
"4951.877 ",""
"4975.346 ",""
"4998.814 ",""
"5022.283 ",""
"5045.751 ",""
"5069.220 ",""
"5092.689 ",""
"5116.157 ",""
"5139.626 ",""
"5163.094 ",""
"5186.563 ",""
"5210.032 ",""
"5233.500 ",""
"5256.969 ",""
"5280.438 ",""
"5303.906 ",""
"5327.375 ",""
"5350.843 ",""
"5374.312 ",""
"5397.781 ",""
"5421.249 ",""
"5444.718 ",""
"5468.186 ",""
"5491.655 ",""
"5515.124 ",""
"5538.592 ",""
"5562.061 ",""
"5585.529 ",""
"5608.998 ",""
"5632.467 ",""
"5655.935 ",""
"5679.404 ",""
"5702.873 ",""
"5726.341 ",""
"5749.810 ",""
"5773.278 ",""
"5796.747 ",""
"5820.216 ",""
"5843.684 ",""
"5867.153 ",""
"5890.621 ",""
"5914.090 ",""
"5937.559 ",""
"5961.027 ",""
"5984.496 ",""
"6007.964 ",""
"6031.433 ",""
"6054.902 ",""
"6078.370 ",""
"6101.839 ",""
"6125.308 ",""
"6148.776 ",""
"6172.245 ",""
"6195.713 ",""
"6219.182 ",""
"6242.651 ",""
"6266.119 ",""
"6289.588 ",""
"6313.056 ",""
"6336.525 ",""
"6359.994 ",""
"6383.462 ",""
"6406.931 ",""
"6430.399 ",""
"6453.868 ",""
"6477.337 ",""
"6500.805 ",""
"6524.274 ",""
"6547.743 ",""
"6571.211 ",""
"6594.680 ",""
"6618.148 ",""
"6641.617 ",""
"6665.086 ",""
"6688.554 ",""
"6712.023 ",""
"6735.491 ",""
"6758.960 ",""
"6782.429 ",""
"6805.897 ",""
"6829.366 ",""
"6852.834 ",""
"6876.303 ",""
"6899.772 ",""
"6923.240 ",""
"6946.709 ",""
"6970.178 ",""
"6993.646 ",""
"7017.115 ",""
"7040.583 ",""
"7064.052 ",""
"7087.521 ",""
"7110.989 ",""
"7134.458 ",""
"7157.926 ",""
"7181.395 ",""
"7204.864 ",""
"7228.332 ",""
"7251.801 ",""
"7275.269 ",""
"7298.738 ",""
"7322.207 ",""
"7345.675 ",""
"7369.144 ",""
"7392.613 ",""
"7416.081 ",""
