"X(um)","Z(um)"
"0.000 ",""
"23.466 ",""
"46.933 ",""
"70.399 ",""
"93.865 ",""
"117.332 ",""
"140.798 ",""
"164.264 ",""
"187.730 ",""
"211.197 ",""
"234.663 ",""
"258.129 ",""
"281.596 ",""
"305.062 ",""
"328.528 ",""
"351.995 ",""
"375.461 ",""
"398.927 ",""
"422.394 ",""
"445.860 ",""
"469.326 ",""
"492.792 ",""
"516.259 ",""
"539.725 ",""
"563.191 ",""
"586.658 ",""
"610.124 ",""
"633.590 ",""
"657.057 ",""
"680.523 ",""
"703.989 ",""
"727.456 ",""
"750.922 ",""
"774.388 ",""
"797.854 ",""
"821.321 ",""
"844.787 ",""
"868.253 ",""
"891.720 ",""
"915.186 ",""
"938.652 ",""
"962.119 ",""
"985.585 ",""
"1009.051 ",""
"1032.518 ",""
"1055.984 ",""
"1079.450 ",""
"1102.917 ",""
"1126.383 ",""
"1149.849 ",""
"1173.315 ",""
"1196.782 ",""
"1220.248 ",""
"1243.714 ",""
"1267.181 ",""
"1290.647 ",""
"1314.113 ",""
"1337.580 ",""
"1361.046 ",""
"1384.512 ",""
"1407.979 ",""
"1431.445 ",""
"1454.911 ",""
"1478.377 ",""
"1501.844 ",""
"1525.310 ",""
"1548.776 ",""
"1572.243 ",""
"1595.709 ",""
"1619.175 ",""
"1642.642 ",""
"1666.108 ",""
"1689.574 ",""
"1713.041 ",""
"1736.507 ",""
"1759.973 ",""
"1783.439 ",""
"1806.906 ",""
"1830.372 ",""
"1853.838 ",""
"1877.305 ",""
"1900.771 ",""
"1924.237 ",""
"1947.704 ",""
"1971.170 ",""
"1994.636 ",""
"2018.103 ",""
"2041.569 ",""
"2065.035 ",""
"2088.501 ",""
"2111.968 ",""
"2135.434 ",""
"2158.900 ",""
"2182.367 ",""
"2205.833 ",""
"2229.299 ",""
"2252.766 ",""
"2276.232 ",""
"2299.698 ",""
"2323.165 ",""
"2346.631 ",""
"2370.097 ",""
"2393.563 ",""
"2417.030 ",""
"2440.496 ",""
"2463.962 ",""
"2487.429 ",""
"2510.895 ",""
"2534.361 ",""
"2557.828 ",""
"2581.294 ",""
"2604.760 ",""
"2628.227 ",""
"2651.693 ",""
"2675.159 ",""
"2698.625 ",""
"2722.092 ",""
"2745.558 ",""
"2769.024 ",""
"2792.491 ",""
"2815.957 ",""
"2839.423 ",""
"2862.890 ",""
"2886.356 ",""
"2909.822 ",""
"2933.289 ",""
"2956.755 ",""
"2980.221 ",""
"3003.688 ",""
"3027.154 ",""
"3050.620 ",""
"3074.086 ",""
"3097.553 ",""
"3121.019 ",""
"3144.485 ",""
"3167.952 ",""
"3191.418 ",""
"3214.884 ",""
"3238.351 ",""
"3261.817 ",""
"3285.283 ",""
"3308.750 ",""
"3332.216 ",""
"3355.682 ",""
"3379.148 ",""
"3402.615 ",""
"3426.081 ",""
"3449.547 ",""
"3473.014 ",""
"3496.480 ",""
"3519.946 ",""
"3543.413 ",""
"3566.879 ",""
"3590.345 ",""
"3613.812 ",""
"3637.278 ",""
"3660.744 ",""
"3684.210 ",""
"3707.677 ",""
"3731.143 ",""
"3754.609 ",""
"3778.076 ",""
"3801.542 ",""
"3825.008 ",""
"3848.475 ",""
"3871.941 ",""
"3895.407 ",""
"3918.874 ",""
"3942.340 ",""
"3965.806 ",""
"3989.272 ",""
"4012.739 ",""
"4036.205 ",""
"4059.671 ",""
"4083.138 ",""
"4106.604 ",""
"4130.070 ",""
"4153.537 ",""
"4177.003 ",""
"4200.469 ",""
"4223.936 ",""
"4247.402 ",""
"4270.868 ",""
"4294.334 ",""
"4317.801 ",""
"4341.267 ",""
"4364.733 ",""
"4388.200 ",""
"4411.666 ",""
"4435.132 ",""
"4458.599 ",""
"4482.065 ",""
"4505.531 ",""
"4528.998 ",""
"4552.464 ",""
"4575.930 ",""
"4599.396 ",""
"4622.863 ",""
"4646.329 ",""
"4669.795 ",""
"4693.262 ",""
"4716.728 ",""
"4740.194 ",""
"4763.661 ",""
"4787.127 ",""
"4810.593 ",""
"4834.060 ",""
"4857.526 ",""
"4880.992 ",""
"4904.459 ",""
"4927.925 ",""
"4951.391 ",""
"4974.857 ",""
"4998.324 ",""
"5021.790 ",""
"5045.256 ",""
"5068.723 ",""
"5092.189 ",""
"5115.655 ",""
"5139.122 ",""
"5162.588 ",""
"5186.054 ",""
"5209.521 ",""
"5232.987 ",""
"5256.453 ",""
"5279.919 ",""
"5303.386 ",""
"5326.852 ",""
"5350.318 ",""
"5373.785 ",""
"5397.251 ",""
"5420.717 ",""
"5444.184 ",""
"5467.650 ",""
"5491.116 ",""
"5514.583 ",""
"5538.049 ",""
"5561.515 ",""
"5584.981 ",""
"5608.448 ",""
"5631.914 ",""
"5655.380 ",""
"5678.847 ",""
"5702.313 ",""
"5725.779 ",""
"5749.246 ",""
"5772.712 ",""
"5796.178 ",""
"5819.645 ",""
"5843.111 ",""
"5866.577 ",""
