"X(um)","Z(um)"
"0.000 ",""
"23.469 ",""
"46.938 ",""
"70.406 ",""
"93.875 ",""
"117.344 ",""
"140.813 ",""
"164.282 ",""
"187.751 ",""
"211.219 ",""
"234.688 ",""
"258.157 ",""
"281.626 ",""
"305.095 ",""
"328.564 ",""
"352.032 ",""
"375.501 ",""
"398.970 ",""
"422.439 ",""
"445.908 ",""
"469.376 ",""
"492.845 ",""
"516.314 ",""
"539.783 ",""
"563.252 ",""
"586.721 ",""
"610.189 ",""
"633.658 ",""
"657.127 ",""
"680.596 ",""
"704.065 ",""
"727.534 ",""
"751.002 ",""
"774.471 ",""
"797.940 ",""
"821.409 ",""
"844.878 ",""
"868.347 ",""
"891.815 ",""
"915.284 ",""
"938.753 ",""
"962.222 ",""
"985.691 ",""
"1009.159 ",""
"1032.628 ",""
"1056.097 ",""
"1079.566 ",""
"1103.035 ",""
"1126.504 ",""
"1149.972 ",""
"1173.441 ",""
"1196.910 ",""
"1220.379 ",""
"1243.848 ",""
"1267.317 ",""
"1290.785 ",""
"1314.254 ",""
"1337.723 ",""
"1361.192 ",""
"1384.661 ",""
"1408.129 ",""
"1431.598 ",""
"1455.067 ",""
"1478.536 ",""
"1502.005 ",""
"1525.474 ",""
"1548.942 ",""
"1572.411 ",""
"1595.880 ",""
"1619.349 ",""
"1642.818 ",""
"1666.287 ",""
"1689.755 ",""
"1713.224 ",""
"1736.693 ",""
"1760.162 ",""
"1783.631 ",""
"1807.100 ",""
"1830.568 ",""
"1854.037 ",""
"1877.506 ",""
"1900.975 ",""
"1924.444 ",""
"1947.912 ",""
"1971.381 ",""
"1994.850 ",""
"2018.319 ",""
"2041.788 ",""
"2065.257 ",""
"2088.725 ",""
"2112.194 ",""
"2135.663 ",""
"2159.132 ",""
"2182.601 ",""
"2206.070 ",""
"2229.538 ",""
"2253.007 ",""
"2276.476 ",""
"2299.945 ",""
"2323.414 ",""
"2346.882 ",""
"2370.351 ",""
"2393.820 ",""
"2417.289 ",""
"2440.758 ",""
"2464.227 ",""
"2487.695 ",""
"2511.164 ",""
"2534.633 ",""
"2558.102 ",""
"2581.571 ",""
"2605.040 ",""
"2628.508 ",""
"2651.977 ",""
"2675.446 ",""
"2698.915 ",""
"2722.384 ",""
"2745.853 ",""
"2769.321 ",""
"2792.790 ",""
"2816.259 ",""
"2839.728 ",""
"2863.197 ",""
"2886.665 ",""
"2910.134 ",""
"2933.603 ",""
"2957.072 ",""
"2980.541 ",""
"3004.010 ",""
"3027.478 ",""
"3050.947 ",""
"3074.416 ",""
"3097.885 ",""
"3121.354 ",""
"3144.823 ",""
"3168.291 ",""
"3191.760 ",""
"3215.229 ",""
"3238.698 ",""
"3262.167 ",""
"3285.635 ",""
"3309.104 ",""
"3332.573 ",""
"3356.042 ",""
"3379.511 ",""
"3402.980 ",""
"3426.448 ",""
"3449.917 ",""
"3473.386 ",""
"3496.855 ",""
"3520.324 ",""
"3543.793 ",""
"3567.261 ",""
"3590.730 ",""
"3614.199 ",""
"3637.668 ",""
"3661.137 ",""
"3684.606 ",""
"3708.074 ",""
"3731.543 ",""
"3755.012 ",""
"3778.481 ",""
"3801.950 ",""
"3825.418 ",""
"3848.887 ",""
"3872.356 ",""
"3895.825 ",""
"3919.294 ",""
"3942.763 ",""
"3966.231 ",""
"3989.700 ",""
"4013.169 ",""
"4036.638 ",""
"4060.107 ",""
"4083.576 ",""
"4107.044 ",""
"4130.513 ",""
"4153.982 ",""
"4177.451 ",""
"4200.920 ",""
"4224.388 ",""
"4247.857 ",""
"4271.326 ",""
"4294.795 ",""
"4318.264 ",""
"4341.733 ",""
"4365.201 ",""
"4388.670 ",""
"4412.139 ",""
"4435.608 ",""
"4459.077 ",""
"4482.546 ",""
"4506.014 ",""
"4529.483 ",""
"4552.952 ",""
"4576.421 ",""
"4599.890 ",""
"4623.358 ",""
"4646.827 ",""
"4670.296 ",""
"4693.765 ",""
"4717.234 ",""
"4740.703 ",""
"4764.171 ",""
"4787.640 ",""
"4811.109 ",""
"4834.578 ",""
"4858.047 ",""
"4881.516 ",""
"4904.984 ",""
"4928.453 ",""
"4951.922 ",""
"4975.391 ",""
"4998.860 ",""
"5022.329 ",""
"5045.797 ",""
"5069.266 ",""
"5092.735 ",""
"5116.204 ",""
"5139.673 ",""
"5163.141 ",""
"5186.610 ",""
"5210.079 ",""
"5233.548 ",""
"5257.017 ",""
"5280.486 ",""
"5303.954 ",""
"5327.423 ",""
"5350.892 ",""
"5374.361 ",""
"5397.830 ",""
"5421.299 ",""
"5444.767 ",""
"5468.236 ",""
"5491.705 ",""
"5515.174 ",""
"5538.643 ",""
"5562.111 ",""
"5585.580 ",""
"5609.049 ",""
"5632.518 ",""
"5655.987 ",""
"5679.456 ",""
"5702.924 ",""
"5726.393 ",""
"5749.862 ",""
"5773.331 ",""
"5796.800 ",""
"5820.269 ",""
"5843.737 ",""
"5867.206 ",""
"5890.675 ",""
"5914.144 ",""
"5937.613 ",""
"5961.082 ",""
"5984.550 ",""
"6008.019 ",""
"6031.488 ",""
"6054.957 ",""
"6078.426 ",""
"6101.894 ",""
"6125.363 ",""
"6148.832 ",""
"6172.301 ",""
"6195.770 ",""
"6219.239 ",""
"6242.707 ",""
"6266.176 ",""
"6289.645 ",""
"6313.114 ",""
"6336.583 ",""
"6360.052 ",""
"6383.520 ",""
"6406.989 ",""
"6430.458 ",""
"6453.927 ",""
"6477.396 ",""
"6500.864 ",""
"6524.333 ",""
"6547.802 ",""
"6571.271 ",""
"6594.740 ",""
"6618.209 ",""
"6641.677 ",""
"6665.146 ",""
"6688.615 ",""
"6712.084 ",""
"6735.553 ",""
"6759.022 ",""
"6782.490 ",""
"6805.959 ",""
"6829.428 ",""
"6852.897 ",""
"6876.366 ",""
"6899.835 ",""
"6923.303 ",""
"6946.772 ",""
"6970.241 ",""
"6993.710 ",""
"7017.179 ",""
"7040.647 ","10012.025 "
"7064.116 ","10018.158 "
"7087.585 ","10026.451 "
"7111.054 ","10036.345 "
"7134.523 ","10050.185 "
"7157.992 ","10067.277 "
"7181.460 ","10086.175 "
"7204.929 ","10107.916 "
"7228.398 ","10131.543 "
"7251.867 ","10154.722 "
"7275.336 ","10176.391 "
