"X(um)","Z(um)"
"0.000 ",""
"23.467 ",""
"46.934 ",""
"70.401 ",""
"93.868 ",""
"117.335 ",""
"140.801 ",""
"164.268 ",""
"187.735 ",""
"211.202 ",""
"234.669 ",""
"258.136 ",""
"281.603 ",""
"305.070 ",""
"328.537 ",""
"352.004 ",""
"375.471 ",""
"398.938 ",""
"422.404 ",""
"445.871 ",""
"469.338 ",""
"492.805 ",""
"516.272 ",""
"539.739 ",""
"563.206 ",""
"586.673 ",""
"610.140 ",""
"633.607 ",""
"657.074 ",""
"680.540 ",""
"704.007 ",""
"727.474 ",""
"750.941 ",""
"774.408 ",""
"797.875 ",""
"821.342 ",""
"844.809 ",""
"868.276 ",""
"891.743 ",""
"915.210 ",""
"938.676 ",""
"962.143 ",""
"985.610 ",""
"1009.077 ",""
"1032.544 ",""
"1056.011 ",""
"1079.478 ",""
"1102.945 ",""
"1126.412 ",""
"1149.879 ",""
"1173.346 ",""
"1196.813 ",""
"1220.279 ",""
"1243.746 ",""
"1267.213 ",""
"1290.680 ",""
"1314.147 ",""
"1337.614 ",""
"1361.081 ",""
"1384.548 ",""
"1408.015 ",""
"1431.482 ",""
"1454.949 ",""
"1478.415 ",""
"1501.882 ",""
"1525.349 ",""
"1548.816 ",""
"1572.283 ",""
"1595.750 ",""
"1619.217 ",""
"1642.684 ",""
"1666.151 ",""
"1689.618 ",""
"1713.085 ",""
"1736.552 ",""
"1760.018 ",""
"1783.485 ",""
"1806.952 ",""
"1830.419 ",""
"1853.886 ",""
"1877.353 ",""
"1900.820 ",""
"1924.287 ",""
"1947.754 ",""
"1971.221 ",""
"1994.688 ",""
"2018.154 ",""
"2041.621 ",""
"2065.088 ",""
"2088.555 ",""
"2112.022 ",""
"2135.489 ",""
"2158.956 ",""
"2182.423 ",""
"2205.890 ",""
"2229.357 ",""
"2252.824 ",""
"2276.291 ",""
"2299.757 ",""
"2323.224 ",""
"2346.691 ",""
"2370.158 ",""
"2393.625 ",""
"2417.092 ",""
"2440.559 ",""
"2464.026 ",""
"2487.493 ",""
"2510.960 ",""
"2534.427 ",""
"2557.893 ",""
"2581.360 ",""
"2604.827 ",""
"2628.294 ",""
"2651.761 ",""
"2675.228 ",""
"2698.695 ",""
"2722.162 ",""
"2745.629 ",""
"2769.096 ",""
"2792.563 ",""
"2816.029 ",""
"2839.496 ",""
"2862.963 ",""
"2886.430 ",""
"2909.897 ",""
"2933.364 ",""
"2956.831 ",""
"2980.298 ",""
"3003.765 ",""
"3027.232 ",""
"3050.699 ",""
"3074.166 ",""
"3097.632 ",""
"3121.099 ",""
"3144.566 ",""
"3168.033 ",""
"3191.500 ",""
"3214.967 ",""
"3238.434 ",""
"3261.901 ",""
"3285.368 ",""
"3308.835 ",""
"3332.302 ",""
"3355.768 ",""
"3379.235 ",""
"3402.702 ",""
"3426.169 ",""
"3449.636 ",""
"3473.103 ",""
"3496.570 ",""
"3520.037 ",""
"3543.504 ",""
"3566.971 ",""
"3590.438 ",""
"3613.905 ",""
"3637.371 ",""
"3660.838 ",""
"3684.305 ",""
"3707.772 ",""
"3731.239 ",""
"3754.706 ",""
"3778.173 ",""
"3801.640 ",""
"3825.107 ",""
"3848.574 ",""
"3872.041 ",""
"3895.507 ",""
"3918.974 ",""
"3942.441 ",""
"3965.908 ",""
"3989.375 ",""
"4012.842 ",""
"4036.309 ",""
"4059.776 ",""
"4083.243 ",""
"4106.710 ",""
"4130.177 ",""
"4153.644 ",""
"4177.110 ",""
"4200.577 ",""
"4224.044 ",""
"4247.511 ",""
"4270.978 ",""
"4294.445 ",""
"4317.912 ",""
"4341.379 ",""
"4364.846 ",""
"4388.313 ",""
"4411.780 ",""
"4435.246 ",""
"4458.713 ",""
"4482.180 ",""
"4505.647 ",""
"4529.114 ",""
"4552.581 ",""
"4576.048 ",""
"4599.515 ",""
"4622.982 ",""
"4646.449 ",""
"4669.916 ",""
"4693.382 ",""
"4716.849 ",""
"4740.316 ",""
"4763.783 ",""
"4787.250 ",""
"4810.717 ",""
"4834.184 ",""
"4857.651 ",""
"4881.118 ",""
"4904.585 ",""
"4928.052 ",""
"4951.519 ",""
"4974.985 ",""
"4998.452 ",""
"5021.919 ",""
"5045.386 ",""
"5068.853 ",""
"5092.320 ",""
"5115.787 ",""
"5139.254 ",""
"5162.721 ",""
"5186.188 ",""
"5209.655 ",""
"5233.121 ",""
"5256.588 ",""
"5280.055 ",""
"5303.522 ",""
"5326.989 ",""
"5350.456 ",""
"5373.923 ",""
"5397.390 ",""
"5420.857 ",""
"5444.324 ",""
"5467.791 ",""
"5491.258 ",""
"5514.724 ",""
"5538.191 ",""
"5561.658 ",""
"5585.125 ",""
"5608.592 ",""
"5632.059 ",""
"5655.526 ",""
"5678.993 ",""
"5702.460 ",""
"5725.927 ",""
"5749.394 ",""
"5772.860 ",""
"5796.327 ",""
"5819.794 ",""
"5843.261 ",""
"5866.728 ",""
"5890.195 ",""
"5913.662 ",""
"5937.129 ",""
"5960.596 ",""
"5984.063 ",""
"6007.530 ",""
"6030.997 ",""
"6054.463 ",""
"6077.930 ",""
"6101.397 ",""
"6124.864 ",""
"6148.331 ",""
"6171.798 ",""
"6195.265 ",""
"6218.732 ",""
"6242.199 ",""
"6265.666 ",""
"6289.133 ",""
"6312.599 ",""
"6336.066 ",""
"6359.533 ",""
"6383.000 ",""
"6406.467 ",""
"6429.934 ",""
"6453.401 ",""
"6476.868 ",""
"6500.335 ",""
"6523.802 ",""
"6547.269 ",""
"6570.735 ",""
"6594.202 ",""
"6617.669 ",""
"6641.136 ",""
"6664.603 ",""
"6688.070 ",""
"6711.537 ",""
"6735.004 ",""
"6758.471 ",""
"6781.938 ",""
"6805.405 ",""
"6828.872 ",""
"6852.338 ",""
"6875.805 ",""
"6899.272 ",""
"6922.739 ",""
"6946.206 ",""
"6969.673 ",""
"6993.140 ",""
"7016.607 ",""
"7040.074 ",""
"7063.541 ",""
"7087.008 ",""
"7110.474 ",""
"7133.941 ",""
"7157.408 ",""
"7180.875 ",""
"7204.342 ",""
"7227.809 ",""
"7251.276 ",""
"7274.743 ",""
"7298.210 ",""
"7321.677 ",""
"7345.144 ",""
"7368.611 ",""
"7392.077 ",""
"7415.544 ",""
"7439.011 ",""
"7462.478 ",""
"7485.945 ",""
"7509.412 ",""
"7532.879 ",""
"7556.346 ",""
"7579.813 ",""
"7603.280 ",""
"7626.747 ",""
"7650.213 ",""
"7673.680 ",""
"7697.147 ",""
"7720.614 ",""
"7744.081 ",""
"7767.548 ",""
"7791.015 ",""
"7814.482 ",""
"7837.949 ",""
"7861.416 ",""
"7884.883 ",""
"7908.349 ",""
"7931.816 ",""
"7955.283 ",""
"7978.750 ",""
"8002.217 ",""
"8025.684 ",""
"8049.151 ",""
"8072.618 ",""
"8096.085 ",""
"8119.552 ",""
"8143.019 ",""
"8166.486 ",""
"8189.952 ",""
"8213.419 ",""
"8236.886 ",""
"8260.353 ",""
"8283.820 ",""
"8307.287 ",""
"8330.754 ",""
"8354.221 ",""
"8377.688 ","2763.827 "
"8401.155 ","2759.934 "
"8424.622 ","2762.287 "
"8448.088 ","2771.854 "
"8471.555 ","2792.662 "
"8495.022 ","2825.963 "
"8518.489 ","2868.652 "
"8541.956 ","2908.221 "
"8565.423 ","2935.246 "
"8588.890 ","2961.971 "
"8612.357 ","2992.586 "
"8635.824 ","3033.906 "
"8659.291 ","3073.161 "
"8682.758 ","3108.281 "
"8706.225 ","3135.492 "
"8729.691 ","3166.836 "
"8753.158 ","3211.714 "
"8776.625 ","3266.575 "
"8800.092 ","3318.297 "
"8823.559 ","3360.468 "
"8847.026 ","3395.505 "
"8870.493 ","3423.716 "
"8893.960 ","3446.074 "
"8917.427 ","3471.157 "
"8940.894 ","3512.996 "
"8964.361 ","3574.705 "
"8987.827 ","3634.070 "
"9011.294 ","3674.089 "
"9034.761 ","3695.232 "
"9058.228 ","3716.680 "
"9081.695 ","3747.621 "
"9105.162 ","3786.655 "
"9128.629 ","3846.388 "
"9152.096 ","3908.862 "
"9175.563 ","3961.995 "
"9199.030 ","4001.019 "
"9222.497 ","4067.132 "
"9245.964 ","4142.735 "
"9269.430 ","4207.451 "
"9292.897 ","4232.477 "
"9316.364 ","4245.705 "
"9339.831 ","4258.955 "
"9363.298 ","4277.027 "
"9386.765 ","4315.425 "
"9410.232 ","4366.069 "
"9433.699 ","4415.383 "
"9457.166 ","4450.106 "
"9480.633 ","4490.401 "
"9504.100 ","4529.186 "
"9527.566 ","4567.454 "
"9551.033 ","4613.030 "
"9574.500 ","4665.774 "
"9597.967 ","4716.465 "
"9621.434 ","4754.748 "
"9644.901 ","4792.114 "
"9668.368 ","4822.440 "
"9691.835 ","4839.637 "
"9715.302 ","4864.449 "
"9738.769 ","4902.200 "
"9762.236 ","4947.236 "
"9785.702 ","4981.056 "
"9809.169 ","5004.752 "
"9832.636 ","5018.271 "
"9856.103 ","5029.057 "
"9879.570 ","5056.068 "
"9903.037 ","5094.971 "
"9926.504 ","5143.875 "
"9949.971 ","5179.526 "
"9973.438 ","5207.998 "
"9996.905 ","5226.148 "
"10020.372 ","5249.031 "
"10043.839 ","5275.340 "
"10067.305 ","5304.694 "
"10090.772 ","5331.169 "
"10114.239 ","5359.881 "
"10137.706 ","5387.558 "
"10161.173 ","5413.138 "
"10184.640 ","5458.416 "
"10208.107 ","5511.640 "
"10231.574 ","5560.682 "
"10255.041 ","5581.402 "
"10278.508 ","5592.762 "
"10301.975 ","5610.135 "
"10325.441 ","5632.044 "
"10348.908 ","5659.492 "
"10372.375 ","5688.302 "
"10395.842 ","5718.162 "
"10419.309 ","5745.574 "
"10442.776 ","5768.867 "
"10466.243 ","5796.498 "
"10489.710 ","5836.019 "
"10513.177 ","5893.369 "
"10536.644 ","5942.356 "
"10560.111 ","5974.962 "
"10583.578 ","5988.485 "
"10607.044 ","6020.582 "
"10630.511 ","6069.505 "
"10653.978 ","6120.235 "
"10677.445 ","6159.302 "
"10700.912 ","6194.245 "
"10724.379 ","6228.774 "
"10747.846 ","6256.072 "
"10771.313 ","6285.128 "
"10794.780 ","6315.056 "
"10818.247 ","6343.181 "
"10841.714 ","6357.424 "
"10865.180 ","6376.887 "
"10888.647 ","6411.741 "
"10912.114 ","6465.533 "
"10935.581 ","6511.776 "
"10959.048 ","6541.682 "
"10982.515 ","6555.676 "
"11005.982 ","6581.577 "
"11029.449 ","6612.198 "
"11052.916 ","6648.202 "
"11076.383 ","6682.700 "
"11099.850 ","6716.024 "
"11123.317 ","6740.374 "
"11146.783 ","6752.575 "
"11170.250 ","6774.612 "
"11193.717 ","6803.754 "
"11217.184 ","6841.715 "
"11240.651 ","6876.909 "
"11264.118 ","6907.754 "
"11287.585 ","6927.153 "
"11311.052 ","6934.693 "
"11334.519 ","6942.387 "
"11357.986 ","6960.389 "
"11381.453 ","6986.085 "
"11404.919 ","7013.769 "
"11428.386 ","7042.164 "
"11451.853 ","7070.493 "
"11475.320 ","7100.321 "
"11498.787 ","7134.623 "
"11522.254 ","7168.435 "
"11545.721 ","7198.891 "
"11569.188 ","7219.693 "
