"X(um)","Z(um)"
"0.000 ",""
"23.469 ",""
"46.938 ",""
"70.407 ",""
"93.875 ",""
"117.344 ",""
"140.813 ",""
"164.282 ",""
"187.751 ",""
"211.220 ",""
"234.689 ",""
"258.157 ",""
"281.626 ",""
"305.095 ",""
"328.564 ",""
"352.033 ",""
"375.502 ",""
"398.971 ",""
"422.439 ",""
"445.908 ",""
"469.377 ",""
"492.846 ",""
"516.315 ",""
"539.784 ",""
"563.253 ",""
"586.721 ",""
"610.190 ",""
"633.659 ",""
"657.128 ",""
"680.597 ",""
"704.066 ",""
"727.535 ",""
"751.003 ",""
"774.472 ",""
"797.941 ",""
"821.410 ",""
"844.879 ",""
"868.348 ",""
"891.817 ",""
"915.285 ",""
"938.754 ",""
"962.223 ",""
"985.692 ",""
"1009.161 ",""
"1032.630 ",""
"1056.099 ",""
"1079.567 ",""
"1103.036 ",""
"1126.505 ",""
"1149.974 ",""
"1173.443 ",""
"1196.912 ",""
"1220.381 ",""
"1243.849 ",""
"1267.318 ",""
"1290.787 ",""
"1314.256 ",""
"1337.725 ",""
"1361.194 ",""
"1384.663 ",""
"1408.131 ",""
"1431.600 ",""
"1455.069 ",""
"1478.538 ",""
"1502.007 ",""
"1525.476 ",""
"1548.945 ",""
"1572.413 ",""
"1595.882 ",""
"1619.351 ",""
"1642.820 ",""
"1666.289 ",""
"1689.758 ",""
"1713.227 ",""
"1736.695 ",""
"1760.164 ",""
"1783.633 ",""
"1807.102 ",""
"1830.571 ",""
"1854.040 ",""
"1877.509 ",""
"1900.977 ",""
"1924.446 ",""
"1947.915 ",""
"1971.384 ",""
"1994.853 ",""
"2018.322 ",""
"2041.791 ",""
"2065.259 ",""
"2088.728 ",""
"2112.197 ",""
"2135.666 ",""
"2159.135 ",""
"2182.604 ",""
"2206.073 ",""
"2229.541 ",""
"2253.010 ",""
"2276.479 ",""
"2299.948 ",""
"2323.417 ",""
"2346.886 ",""
"2370.355 ",""
"2393.823 ",""
"2417.292 ",""
"2440.761 ",""
"2464.230 ",""
"2487.699 ",""
"2511.168 ",""
"2534.637 ",""
"2558.105 ",""
"2581.574 ",""
"2605.043 ",""
"2628.512 ",""
"2651.981 ",""
"2675.450 ",""
"2698.919 ",""
"2722.387 ",""
"2745.856 ",""
"2769.325 ",""
"2792.794 ",""
"2816.263 ",""
"2839.732 ",""
"2863.201 ",""
"2886.669 ",""
"2910.138 ",""
"2933.607 ",""
"2957.076 ",""
"2980.545 ",""
"3004.014 ",""
"3027.483 ",""
"3050.951 ",""
"3074.420 ",""
"3097.889 ",""
"3121.358 ",""
"3144.827 ",""
"3168.296 ",""
"3191.765 ",""
"3215.233 ",""
"3238.702 ",""
"3262.171 ",""
"3285.640 ",""
"3309.109 ",""
"3332.578 ",""
"3356.047 ",""
"3379.515 ",""
"3402.984 ",""
"3426.453 ",""
"3449.922 ",""
"3473.391 ",""
"3496.860 ",""
"3520.329 ",""
"3543.797 ",""
"3567.266 ",""
"3590.735 ",""
"3614.204 ",""
"3637.673 ",""
"3661.142 ",""
"3684.611 ",""
"3708.079 ",""
"3731.548 ",""
"3755.017 ",""
"3778.486 ",""
"3801.955 ",""
"3825.424 ",""
"3848.893 ",""
"3872.361 ",""
"3895.830 ",""
"3919.299 ",""
"3942.768 ",""
"3966.237 ",""
"3989.706 ",""
"4013.175 ",""
"4036.644 ",""
"4060.112 ",""
"4083.581 ",""
"4107.050 ",""
"4130.519 ",""
"4153.988 ",""
"4177.457 ",""
"4200.926 ",""
"4224.394 ",""
"4247.863 ",""
"4271.332 ",""
"4294.801 ",""
"4318.270 ",""
"4341.739 ",""
"4365.208 ",""
"4388.676 ",""
"4412.145 ",""
"4435.614 ",""
"4459.083 ",""
"4482.552 ",""
"4506.021 ",""
"4529.490 ",""
"4552.958 ",""
"4576.427 ",""
"4599.896 ",""
"4623.365 ",""
"4646.834 ",""
"4670.303 ",""
"4693.772 ",""
"4717.240 ",""
"4740.709 ",""
"4764.178 ",""
"4787.647 ",""
"4811.116 ",""
"4834.585 ",""
"4858.054 ",""
"4881.522 ",""
"4904.991 ",""
"4928.460 ",""
"4951.929 ",""
"4975.398 ",""
"4998.867 ",""
"5022.336 ",""
"5045.804 ",""
"5069.273 ",""
"5092.742 ",""
"5116.211 ",""
"5139.680 ",""
"5163.149 ",""
"5186.618 ",""
"5210.086 ",""
"5233.555 ",""
"5257.024 ",""
"5280.493 ",""
"5303.962 ",""
"5327.431 ",""
"5350.900 ",""
"5374.368 ",""
"5397.837 ",""
"5421.306 ",""
"5444.775 ",""
"5468.244 ",""
"5491.713 ",""
"5515.182 ",""
"5538.650 ",""
"5562.119 ",""
"5585.588 ",""
"5609.057 ",""
"5632.526 ",""
"5655.995 ",""
"5679.464 ",""
"5702.932 ",""
"5726.401 ",""
"5749.870 ",""
"5773.339 ",""
"5796.808 ",""
"5820.277 ",""
"5843.746 ",""
"5867.214 ",""
"5890.683 ",""
"5914.152 ",""
"5937.621 ",""
"5961.090 ",""
"5984.559 ",""
"6008.028 ",""
"6031.496 ",""
"6054.965 ",""
"6078.434 ",""
"6101.903 ",""
"6125.372 ",""
"6148.841 ",""
"6172.310 ",""
"6195.778 ",""
"6219.247 ",""
"6242.716 ",""
"6266.185 ",""
"6289.654 ",""
"6313.123 ",""
"6336.592 ",""
"6360.060 ",""
"6383.529 ",""
"6406.998 ",""
"6430.467 ",""
"6453.936 ",""
"6477.405 ",""
"6500.874 ",""
"6524.342 ",""
"6547.811 ",""
"6571.280 ",""
"6594.749 ",""
"6618.218 ",""
"6641.687 ",""
"6665.156 ",""
"6688.624 ",""
"6712.093 ",""
"6735.562 ",""
"6759.031 ",""
"6782.500 ",""
"6805.969 ",""
"6829.438 ",""
"6852.906 ",""
"6876.375 ",""
"6899.844 ",""
"6923.313 ",""
"6946.782 ",""
"6970.251 ",""
"6993.720 ",""
"7017.188 ",""
"7040.657 ",""
"7064.126 ",""
"7087.595 ",""
"7111.064 ",""
"7134.533 ",""
"7158.002 ","6091.001 "
"7181.470 ","6095.396 "
"7204.939 ","6099.413 "
"7228.408 ","6101.389 "
"7251.877 ","6099.062 "
"7275.346 ","6092.969 "
"7298.815 ","6083.886 "
"7322.284 ","6075.383 "
