"X(um)","Z(um)"
"0.000 ",""
"23.472 ",""
"46.944 ",""
"70.415 ",""
"93.887 ",""
"117.359 ",""
"140.831 ",""
"164.303 ",""
"187.775 ",""
"211.246 ",""
"234.718 ",""
"258.190 ",""
"281.662 ",""
"305.134 ",""
"328.605 ",""
"352.077 ",""
"375.549 ",""
"399.021 ",""
"422.493 ",""
"445.964 ",""
"469.436 ",""
"492.908 ",""
"516.380 ",""
"539.852 ",""
"563.324 ",""
"586.795 ",""
"610.267 ",""
"633.739 ",""
"657.211 ",""
"680.683 ",""
"704.154 ",""
"727.626 ",""
"751.098 ",""
"774.570 ",""
"798.042 ",""
"821.513 ",""
"844.985 ",""
"868.457 ",""
"891.929 ",""
"915.401 ",""
"938.873 ",""
"962.344 ",""
"985.816 ",""
"1009.288 ",""
"1032.760 ",""
"1056.232 ",""
"1079.703 ",""
"1103.175 ",""
"1126.647 ",""
"1150.119 ",""
"1173.591 ",""
"1197.062 ",""
"1220.534 ",""
"1244.006 ",""
"1267.478 ",""
"1290.950 ",""
"1314.422 ",""
"1337.893 ",""
"1361.365 ",""
"1384.837 ",""
"1408.309 ",""
"1431.781 ",""
"1455.252 ",""
"1478.724 ",""
"1502.196 ",""
"1525.668 ",""
"1549.140 ",""
"1572.611 ",""
"1596.083 ",""
"1619.555 ",""
"1643.027 ",""
"1666.499 ",""
"1689.971 ",""
"1713.442 ",""
"1736.914 ",""
"1760.386 ",""
"1783.858 ",""
"1807.330 ",""
"1830.801 ",""
"1854.273 ",""
"1877.745 ",""
"1901.217 ",""
"1924.689 ",""
"1948.160 ",""
"1971.632 ",""
"1995.104 ",""
"2018.576 ",""
"2042.048 ",""
"2065.520 ",""
"2088.991 ",""
"2112.463 ",""
"2135.935 ",""
"2159.407 ",""
"2182.879 ",""
"2206.350 ",""
"2229.822 ",""
"2253.294 ",""
"2276.766 ",""
"2300.238 ",""
"2323.709 ",""
"2347.181 ",""
"2370.653 ",""
"2394.125 ",""
"2417.597 ",""
"2441.069 ",""
"2464.540 ",""
"2488.012 ",""
"2511.484 ",""
"2534.956 ",""
"2558.428 ",""
"2581.899 ",""
"2605.371 ",""
"2628.843 ",""
"2652.315 ",""
"2675.787 ",""
"2699.258 ",""
"2722.730 ",""
"2746.202 ",""
"2769.674 ",""
"2793.146 ",""
"2816.618 ",""
"2840.089 ",""
"2863.561 ",""
"2887.033 ",""
"2910.505 ",""
"2933.977 ",""
"2957.448 ",""
"2980.920 ",""
"3004.392 ",""
"3027.864 ",""
"3051.336 ",""
"3074.808 ",""
"3098.279 ",""
"3121.751 ",""
"3145.223 ",""
"3168.695 ",""
"3192.167 ",""
"3215.638 ",""
"3239.110 ",""
"3262.582 ",""
"3286.054 ",""
"3309.526 ",""
"3332.997 ",""
"3356.469 ",""
"3379.941 ",""
"3403.413 ",""
"3426.885 ",""
"3450.357 ",""
"3473.828 ",""
"3497.300 ",""
"3520.772 ",""
"3544.244 ",""
"3567.716 ",""
"3591.187 ",""
"3614.659 ",""
"3638.131 ",""
"3661.603 ",""
"3685.075 ",""
"3708.546 ",""
"3732.018 ",""
"3755.490 ",""
"3778.962 ",""
"3802.434 ",""
"3825.906 ",""
"3849.377 ",""
"3872.849 ",""
"3896.321 ",""
"3919.793 ",""
"3943.265 ",""
"3966.736 ",""
"3990.208 ",""
"4013.680 ",""
"4037.152 ",""
"4060.624 ",""
"4084.095 ",""
"4107.567 ",""
"4131.039 ",""
"4154.511 ",""
"4177.983 ",""
"4201.455 ",""
"4224.926 ",""
"4248.398 ",""
"4271.870 ",""
"4295.342 ",""
"4318.814 ",""
"4342.285 ",""
"4365.757 ",""
"4389.229 ",""
"4412.701 ",""
"4436.173 ",""
"4459.644 ","7080.374 "
"4483.116 ","7090.028 "
"4506.588 ","7106.768 "
"4530.060 ","7123.239 "
"4553.532 ","7133.118 "
"4577.004 ","7143.866 "
"4600.475 ","7156.863 "
"4623.947 ","7182.536 "
"4647.419 ","7217.746 "
"4670.891 ","7262.983 "
"4694.363 ","7306.992 "
"4717.834 ","7340.892 "
"4741.306 ","7359.254 "
"4764.778 ","7371.726 "
"4788.250 ","7381.124 "
"4811.722 ","7392.930 "
"4835.193 ","7405.849 "
"4858.665 ","7424.463 "
"4882.137 ","7456.723 "
"4905.609 ","7491.739 "
"4929.081 ","7528.557 "
"4952.553 ","7547.516 "
"4976.024 ","7568.638 "
"4999.496 ","7590.825 "
"5022.968 ","7631.193 "
"5046.440 ","7672.915 "
"5069.912 ","7718.171 "
"5093.383 ","7753.165 "
"5116.855 ","7782.364 "
"5140.327 ","7802.663 "
"5163.799 ","7823.073 "
"5187.271 ","7840.060 "
"5210.742 ","7850.710 "
"5234.214 ","7858.414 "
"5257.686 ","7869.336 "
"5281.158 ","7889.750 "
"5304.630 ","7914.606 "
"5328.102 ","7946.009 "
"5351.573 ","7980.824 "
"5375.045 ","8013.223 "
"5398.517 ","8036.036 "
"5421.989 ","8051.066 "
"5445.461 ","8065.509 "
"5468.932 ","8085.667 "
"5492.404 ","8106.499 "
"5515.876 ","8124.408 "
"5539.348 ","8135.980 "
"5562.820 ","8146.790 "
"5586.291 ","8157.607 "
"5609.763 ","8169.465 "
"5633.235 ","8188.577 "
"5656.707 ","8220.770 "
"5680.179 ","8255.741 "
"5703.651 ","8287.600 "
"5727.122 ","8316.963 "
"5750.594 ","8349.848 "
"5774.066 ","8380.917 "
"5797.538 ","8406.150 "
"5821.010 ","8429.982 "
"5844.481 ","8455.786 "
"5867.953 ","8479.787 "
"5891.425 ","8501.455 "
"5914.897 ","8520.056 "
"5938.369 ","8538.547 "
"5961.840 ","8559.623 "
"5985.312 ","8585.943 "
"6008.784 ","8618.700 "
"6032.256 ","8651.912 "
"6055.728 ","8685.805 "
"6079.200 ","8722.658 "
"6102.671 ","8756.174 "
"6126.143 ","8783.694 "
"6149.615 ","8801.151 "
"6173.087 ","8817.441 "
"6196.559 ","8832.181 "
"6220.030 ","8855.561 "
"6243.502 ","8879.472 "
"6266.974 ","8901.483 "
"6290.446 ","8920.695 "
"6313.918 ","8949.119 "
"6337.390 ","8978.991 "
"6360.861 ","9002.180 "
"6384.333 ","9024.771 "
"6407.805 ","9053.712 "
"6431.277 ","9082.033 "
"6454.749 ","9104.515 "
