"X(um)","Z(um)"
"0.000 ",""
"23.468 ",""
"46.935 ",""
"70.403 ",""
"93.871 ",""
"117.339 ",""
"140.806 ",""
"164.274 ",""
"187.742 ",""
"211.210 ",""
"234.677 ",""
"258.145 ",""
"281.613 ",""
"305.081 ",""
"328.548 ",""
"352.016 ",""
"375.484 ",""
"398.952 ",""
"422.419 ",""
"445.887 ",""
"469.355 ",""
"492.823 ",""
"516.290 ",""
"539.758 ",""
"563.226 ",""
"586.694 ",""
"610.161 ",""
"633.629 ",""
"657.097 ",""
"680.565 ",""
"704.032 ",""
"727.500 ",""
"750.968 ",""
"774.436 ",""
"797.903 ",""
"821.371 ",""
"844.839 ",""
"868.307 ",""
"891.774 ",""
"915.242 ",""
"938.710 ",""
"962.177 ",""
"985.645 ",""
"1009.113 ",""
"1032.581 ",""
"1056.048 ",""
"1079.516 ",""
"1102.984 ",""
"1126.452 ",""
"1149.919 ",""
"1173.387 ",""
"1196.855 ",""
"1220.323 ",""
"1243.790 ",""
"1267.258 ",""
"1290.726 ",""
"1314.194 ",""
"1337.661 ",""
"1361.129 ",""
"1384.597 ",""
"1408.065 ",""
"1431.532 ",""
"1455.000 ",""
"1478.468 ",""
"1501.936 ",""
"1525.403 ",""
"1548.871 ",""
"1572.339 ",""
"1595.807 ",""
"1619.274 ",""
"1642.742 ",""
"1666.210 ",""
"1689.678 ",""
"1713.145 ",""
"1736.613 ",""
"1760.081 ",""
"1783.549 ",""
"1807.016 ",""
"1830.484 ",""
"1853.952 ",""
"1877.419 ",""
"1900.887 ",""
"1924.355 ",""
"1947.823 ",""
"1971.290 ",""
"1994.758 ",""
"2018.226 ",""
"2041.694 ",""
"2065.161 ",""
"2088.629 ",""
"2112.097 ",""
"2135.565 ",""
"2159.032 ",""
"2182.500 ",""
"2205.968 ",""
"2229.436 ",""
"2252.903 ",""
"2276.371 ",""
"2299.839 ",""
"2323.307 ",""
"2346.774 ",""
"2370.242 ",""
"2393.710 ",""
"2417.178 ",""
"2440.645 ",""
"2464.113 ",""
"2487.581 ",""
"2511.049 ",""
"2534.516 ",""
"2557.984 ",""
"2581.452 ",""
"2604.920 ",""
"2628.387 ",""
"2651.855 ",""
"2675.323 ",""
"2698.791 ",""
"2722.258 ",""
"2745.726 ",""
"2769.194 ",""
"2792.662 ",""
"2816.129 ",""
"2839.597 ",""
"2863.065 ",""
"2886.532 ",""
"2910.000 ",""
"2933.468 ",""
"2956.936 ",""
"2980.403 ",""
"3003.871 ",""
"3027.339 ",""
"3050.807 ",""
"3074.274 ",""
"3097.742 ",""
"3121.210 ",""
"3144.678 ",""
"3168.145 ",""
"3191.613 ",""
"3215.081 ",""
"3238.549 ",""
"3262.016 ",""
"3285.484 ",""
"3308.952 ",""
"3332.420 ",""
"3355.887 ",""
"3379.355 ",""
"3402.823 ",""
"3426.291 ",""
"3449.758 ",""
"3473.226 ",""
"3496.694 ",""
"3520.162 ",""
"3543.629 ",""
"3567.097 ",""
"3590.565 ",""
"3614.033 ",""
"3637.500 ",""
"3660.968 ",""
"3684.436 ",""
"3707.904 ",""
"3731.371 ",""
"3754.839 ",""
"3778.307 ",""
"3801.774 ",""
"3825.242 ",""
"3848.710 ",""
"3872.178 ",""
"3895.645 ",""
"3919.113 ",""
"3942.581 ",""
"3966.049 ",""
"3989.516 ",""
"4012.984 ",""
"4036.452 ",""
"4059.920 ",""
"4083.387 ",""
"4106.855 ",""
"4130.323 ",""
"4153.791 ",""
"4177.258 ",""
"4200.726 ",""
"4224.194 ",""
"4247.662 ",""
"4271.129 ",""
"4294.597 ",""
"4318.065 ",""
"4341.533 ",""
"4365.000 ",""
"4388.468 ",""
"4411.936 ",""
"4435.404 ",""
"4458.871 ",""
"4482.339 ",""
"4505.807 ",""
"4529.275 ",""
"4552.742 ",""
"4576.210 ",""
"4599.678 ",""
"4623.146 ",""
"4646.613 ",""
"4670.081 ",""
"4693.549 ",""
"4717.016 ",""
"4740.484 ",""
