"X(um)","Z(um)"
"0.000 ",""
"23.469 ",""
"46.939 ",""
"70.408 ",""
"93.878 ",""
"117.347 ",""
"140.816 ",""
"164.286 ",""
"187.755 ",""
"211.224 ",""
"234.694 ",""
"258.163 ",""
"281.633 ",""
"305.102 ",""
"328.571 ",""
"352.041 ",""
"375.510 ",""
"398.979 ",""
"422.449 ",""
"445.918 ",""
"469.388 ",""
"492.857 ",""
"516.326 ",""
"539.796 ",""
"563.265 ",""
"586.734 ",""
"610.204 ",""
"633.673 ",""
"657.143 ",""
"680.612 ",""
"704.081 ",""
"727.551 ",""
"751.020 ",""
"774.489 ",""
"797.959 ",""
"821.428 ",""
"844.898 ",""
"868.367 ",""
"891.836 ",""
"915.306 ",""
"938.775 ",""
"962.244 ",""
"985.714 ",""
"1009.183 ",""
"1032.653 ",""
"1056.122 ",""
"1079.591 ",""
"1103.061 ",""
"1126.530 ",""
"1149.999 ",""
"1173.469 ",""
"1196.938 ",""
"1220.408 ",""
"1243.877 ",""
"1267.346 ",""
"1290.816 ",""
"1314.285 ",""
"1337.754 ",""
"1361.224 ",""
"1384.693 ",""
"1408.163 ",""
"1431.632 ",""
"1455.101 ",""
"1478.571 ",""
"1502.040 ",""
"1525.509 ",""
"1548.979 ",""
"1572.448 ",""
"1595.918 ",""
"1619.387 ",""
"1642.856 ",""
"1666.326 ",""
"1689.795 ",""
"1713.264 ",""
"1736.734 ",""
"1760.203 ",""
"1783.673 ",""
"1807.142 ",""
"1830.611 ",""
"1854.081 ",""
"1877.550 ",""
"1901.019 ",""
"1924.489 ",""
"1947.958 ",""
"1971.428 ",""
"1994.897 ",""
"2018.366 ",""
"2041.836 ",""
"2065.305 ",""
"2088.774 ",""
"2112.244 ",""
"2135.713 ",""
"2159.183 ",""
"2182.652 ",""
"2206.121 ",""
"2229.591 ",""
"2253.060 ",""
"2276.529 ",""
"2299.999 ",""
"2323.468 ",""
"2346.938 ",""
"2370.407 ",""
"2393.876 ",""
"2417.346 ",""
"2440.815 ",""
"2464.284 ",""
"2487.754 ",""
"2511.223 ",""
"2534.693 ",""
"2558.162 ",""
"2581.631 ",""
"2605.101 ",""
"2628.570 ",""
"2652.039 ",""
"2675.509 ",""
"2698.978 ",""
"2722.448 ",""
"2745.917 ",""
"2769.386 ",""
"2792.856 ",""
"2816.325 ",""
"2839.794 ",""
"2863.264 ",""
"2886.733 ",""
"2910.203 ",""
"2933.672 ",""
"2957.141 ",""
"2980.611 ",""
"3004.080 ",""
"3027.549 ",""
"3051.019 ",""
"3074.488 ",""
"3097.958 ",""
"3121.427 ",""
"3144.896 ",""
"3168.366 ",""
"3191.835 ",""
"3215.304 ",""
"3238.774 ",""
"3262.243 ",""
"3285.713 ",""
"3309.182 ",""
"3332.651 ",""
"3356.121 ",""
"3379.590 ",""
"3403.059 ",""
"3426.529 ",""
"3449.998 ",""
"3473.468 ",""
"3496.937 ",""
"3520.406 ",""
"3543.876 ",""
"3567.345 ",""
"3590.814 ",""
"3614.284 ",""
"3637.753 ",""
"3661.223 ",""
"3684.692 ",""
"3708.161 ",""
"3731.631 ",""
"3755.100 ",""
"3778.569 ",""
"3802.039 ",""
"3825.508 ",""
"3848.978 ",""
"3872.447 ",""
"3895.916 ",""
"3919.386 ",""
"3942.855 ",""
"3966.324 ",""
"3989.794 ",""
"4013.263 ",""
"4036.733 ",""
"4060.202 ",""
"4083.671 ",""
"4107.141 ",""
"4130.610 ",""
"4154.079 ",""
"4177.549 ",""
"4201.018 ",""
"4224.488 ",""
"4247.957 ",""
"4271.426 ",""
"4294.896 ",""
"4318.365 ",""
"4341.834 ",""
"4365.304 ",""
"4388.773 ",""
"4412.243 ",""
"4435.712 ",""
"4459.181 ",""
"4482.651 ",""
"4506.120 ",""
"4529.589 ",""
"4553.059 ",""
"4576.528 ",""
"4599.998 ",""
"4623.467 ",""
"4646.936 ",""
"4670.406 ",""
"4693.875 ",""
"4717.345 ",""
"4740.814 ",""
"4764.283 ",""
"4787.753 ",""
"4811.222 ",""
"4834.691 ",""
"4858.161 ",""
"4881.630 ",""
"4905.100 ",""
"4928.569 ",""
"4952.038 ",""
"4975.508 ",""
"4998.977 ",""
"5022.446 ",""
"5045.916 ",""
"5069.385 ",""
"5092.855 ",""
"5116.324 ",""
"5139.793 ",""
"5163.263 ",""
"5186.732 ",""
"5210.201 ",""
"5233.671 ",""
"5257.140 ",""
"5280.610 ",""
"5304.079 ",""
"5327.548 ",""
"5351.018 ",""
"5374.487 ",""
"5397.956 ",""
"5421.426 ",""
"5444.895 ",""
"5468.365 ",""
"5491.834 ",""
"5515.303 ",""
"5538.773 ",""
"5562.242 ",""
"5585.711 ",""
"5609.181 ",""
"5632.650 ",""
"5656.120 ",""
"5679.589 ",""
"5703.058 ",""
"5726.528 ",""
"5749.997 ",""
"5773.466 ",""
"5796.936 ",""
"5820.405 ",""
"5843.875 ",""
"5867.344 ",""
"5890.813 ",""
"5914.283 ",""
"5937.752 ",""
"5961.221 ",""
"5984.691 ",""
"6008.160 ",""
"6031.630 ",""
"6055.099 ",""
"6078.568 ",""
"6102.038 ",""
"6125.507 ",""
"6148.976 ",""
"6172.446 ",""
"6195.915 ",""
"6219.385 ",""
"6242.854 ",""
"6266.323 ",""
"6289.793 ",""
"6313.262 ",""
"6336.731 ","6171.495 "
"6360.201 ","6162.321 "
"6383.670 ","6175.433 "
"6407.140 ","6205.522 "
"6430.609 ","6244.060 "
"6454.078 ","6287.834 "
"6477.548 ","6334.216 "
"6501.017 ","6378.358 "
"6524.486 ","6421.644 "
"6547.956 ","6464.291 "
"6571.425 ","6501.749 "
"6594.895 ","6523.533 "
"6618.364 ","6541.496 "
"6641.833 ","6569.185 "
"6665.303 ","6615.605 "
"6688.772 ","6666.327 "
"6712.241 ","6707.111 "
"6735.711 ","6738.582 "
"6759.180 ","6768.858 "
"6782.650 ","6808.943 "
"6806.119 ","6858.721 "
"6829.588 ","6911.749 "
"6853.058 ","6960.185 "
"6876.527 ","7006.057 "
"6899.996 ","7052.675 "
"6923.466 ","7097.057 "
"6946.935 ","7133.915 "
"6970.405 ","7164.774 "
"6993.874 ","7190.133 "
"7017.343 ","7210.150 "
"7040.813 ","7231.780 "
