"X(um)","Z(um)"
"0.000 ",""
"23.471 ",""
"46.941 ",""
"70.412 ",""
"93.882 ",""
"117.353 ",""
"140.823 ",""
"164.294 ",""
"187.764 ",""
"211.235 ",""
"234.705 ",""
"258.176 ",""
"281.646 ",""
"305.117 ",""
"328.587 ",""
"352.058 ",""
"375.528 ",""
"398.999 ",""
"422.469 ",""
"445.940 ",""
"469.411 ",""
"492.881 ",""
"516.352 ",""
"539.822 ",""
"563.293 ",""
"586.763 ",""
"610.234 ",""
"633.704 ",""
"657.175 ",""
"680.645 ",""
"704.116 ",""
"727.586 ",""
"751.057 ",""
"774.527 ",""
"797.998 ",""
"821.468 ",""
"844.939 ",""
"868.409 ",""
"891.880 ",""
"915.351 ",""
"938.821 ",""
"962.292 ",""
"985.762 ",""
"1009.233 ",""
"1032.703 ",""
"1056.174 ",""
"1079.644 ",""
"1103.115 ",""
"1126.585 ",""
"1150.056 ",""
"1173.526 ",""
"1196.997 ",""
"1220.467 ",""
"1243.938 ",""
"1267.408 ",""
"1290.879 ",""
"1314.349 ",""
"1337.820 ",""
"1361.290 ",""
"1384.761 ",""
"1408.232 ",""
"1431.702 ",""
"1455.173 ",""
"1478.643 ",""
"1502.114 ",""
"1525.584 ",""
"1549.055 ",""
"1572.525 ",""
"1595.996 ",""
"1619.466 ",""
"1642.937 ",""
"1666.407 ",""
"1689.878 ",""
"1713.348 ",""
"1736.819 ",""
"1760.289 ",""
"1783.760 ",""
"1807.230 ",""
"1830.701 ",""
"1854.172 ",""
"1877.642 ",""
"1901.113 ",""
"1924.583 ",""
"1948.054 ",""
"1971.524 ",""
"1994.995 ",""
"2018.465 ",""
"2041.936 ",""
"2065.406 ",""
"2088.877 ",""
"2112.347 ",""
"2135.818 ",""
"2159.288 ",""
"2182.759 ",""
"2206.229 ",""
"2229.700 ",""
"2253.170 ",""
"2276.641 ",""
"2300.112 ",""
"2323.582 ",""
"2347.053 ",""
"2370.523 ",""
"2393.994 ",""
"2417.464 ",""
"2440.935 ",""
"2464.405 ",""
"2487.876 ",""
"2511.346 ",""
"2534.817 ",""
"2558.287 ",""
"2581.758 ",""
"2605.228 ",""
