"X(um)","Z(um)"
"0.000 ",""
"23.466 ",""
"46.933 ",""
"70.399 ",""
"93.866 ",""
"117.332 ",""
"140.799 ",""
"164.265 ",""
"187.732 ",""
"211.198 ",""
"234.665 ",""
"258.131 ",""
"281.598 ",""
"305.064 ",""
"328.531 ",""
"351.997 ",""
"375.464 ",""
"398.930 ",""
"422.397 ",""
"445.863 ",""
"469.330 ",""
"492.796 ",""
"516.263 ",""
"539.729 ",""
"563.196 ",""
"586.662 ",""
"610.129 ",""
"633.595 ",""
"657.062 ",""
"680.528 ",""
"703.995 ",""
"727.461 ",""
"750.928 ",""
"774.394 ",""
"797.861 ",""
"821.327 ",""
"844.794 ",""
"868.260 ",""
"891.727 ",""
"915.193 ",""
"938.660 ",""
"962.126 ",""
"985.593 ",""
"1009.059 ",""
"1032.526 ",""
"1055.992 ",""
"1079.459 ",""
"1102.925 ",""
"1126.392 ",""
"1149.858 ",""
"1173.325 ",""
"1196.791 ",""
"1220.258 ",""
"1243.724 ",""
"1267.191 ",""
"1290.657 ",""
"1314.124 ",""
"1337.590 ",""
"1361.057 ",""
"1384.523 ",""
"1407.990 ",""
"1431.456 ",""
"1454.923 ",""
"1478.389 ",""
"1501.856 ",""
"1525.322 ",""
"1548.789 ",""
"1572.255 ",""
"1595.722 ",""
"1619.188 ",""
"1642.655 ",""
"1666.121 ",""
"1689.588 ",""
"1713.054 ",""
"1736.521 ",""
"1759.987 ",""
"1783.454 ",""
"1806.920 ",""
"1830.387 ",""
"1853.853 ",""
"1877.320 ",""
"1900.786 ",""
"1924.253 ",""
"1947.719 ",""
"1971.186 ",""
"1994.652 ",""
"2018.119 ",""
"2041.585 ",""
"2065.052 ",""
"2088.518 ",""
"2111.985 ",""
"2135.451 ",""
"2158.918 ",""
"2182.384 ",""
"2205.851 ",""
"2229.317 ",""
"2252.784 ",""
"2276.250 ",""
"2299.717 ",""
"2323.183 ",""
"2346.649 ",""
"2370.116 ",""
"2393.582 ",""
"2417.049 ",""
"2440.515 ",""
"2463.982 ",""
"2487.448 ",""
"2510.915 ",""
"2534.381 ",""
"2557.848 ",""
"2581.314 ",""
"2604.781 ",""
"2628.247 ",""
"2651.714 ",""
"2675.180 ",""
"2698.647 ",""
"2722.113 ",""
"2745.580 ",""
"2769.046 ",""
"2792.513 ",""
"2815.979 ",""
"2839.446 ",""
"2862.912 ",""
"2886.379 ",""
"2909.845 ",""
"2933.312 ",""
"2956.778 ",""
"2980.245 ",""
"3003.711 ",""
"3027.178 ",""
"3050.644 ",""
"3074.111 ",""
"3097.577 ",""
"3121.044 ",""
"3144.510 ",""
"3167.977 ",""
"3191.443 ",""
"3214.910 ",""
"3238.376 ",""
"3261.843 ",""
"3285.309 ",""
"3308.776 ",""
"3332.242 ",""
"3355.709 ",""
"3379.175 ",""
"3402.642 ",""
"3426.108 ",""
"3449.575 ",""
"3473.041 ",""
"3496.508 ",""
"3519.974 ",""
"3543.441 ",""
"3566.907 ",""
"3590.374 ",""
"3613.840 ",""
"3637.307 ",""
"3660.773 ",""
"3684.240 ",""
"3707.706 ",""
"3731.173 ",""
"3754.639 ",""
"3778.106 ",""
"3801.572 ",""
"3825.039 ",""
"3848.505 ",""
"3871.972 ",""
"3895.438 ",""
"3918.905 ",""
"3942.371 ",""
"3965.838 ",""
"3989.304 ",""
"4012.771 ",""
"4036.237 ",""
"4059.704 ",""
"4083.170 ",""
"4106.637 ",""
"4130.103 ",""
"4153.570 ",""
"4177.036 ",""
"4200.503 ",""
"4223.969 ",""
"4247.436 ",""
"4270.902 ",""
"4294.369 ",""
"4317.835 ",""
"4341.302 ",""
"4364.768 ",""
"4388.235 ",""
"4411.701 ",""
"4435.168 ",""
"4458.634 ",""
"4482.101 ",""
"4505.567 ",""
"4529.034 ",""
"4552.500 ",""
"4575.967 ",""
"4599.433 ",""
"4622.900 ",""
"4646.366 ",""
"4669.833 ",""
"4693.299 ",""
"4716.765 ",""
"4740.232 ",""
"4763.698 ",""
"4787.165 ",""
"4810.631 ",""
"4834.098 ",""
"4857.564 ",""
"4881.031 ",""
"4904.497 ",""
"4927.964 ",""
"4951.430 ",""
"4974.897 ",""
"4998.363 ",""
"5021.830 ",""
"5045.296 ",""
"5068.763 ",""
"5092.229 ",""
"5115.696 ",""
"5139.162 ",""
"5162.629 ",""
"5186.095 ",""
"5209.562 ",""
"5233.028 ",""
"5256.495 ",""
"5279.961 ",""
"5303.428 ",""
"5326.894 ","8229.175 "
"5350.361 ","8244.909 "
"5373.827 ","8270.291 "
"5397.294 ","8300.311 "
"5420.760 ","8311.725 "
"5444.227 ","8313.549 "
"5467.693 ","8316.327 "
"5491.160 ","8310.210 "
"5514.626 ","8334.174 "
"5538.093 ","8358.508 "
"5561.559 ","8409.743 "
"5585.026 ","8444.249 "
"5608.492 ","8482.928 "
"5631.959 ","8512.400 "
"5655.425 ","8542.276 "
"5678.892 ","8565.669 "
